1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtFinSF1,BsmtUnfSF,GarageArea,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,SalePrice
970,0.0,2.0,630,340,624,1996.0,970,TA,8480,80.0,0.0,24,6,5,970,1963,1963,132500
1493,0.0,2.883272058823529,994,484,508,1997.0,1493,Gd,13125,75.0,215.0,39,5,6,1478,1997,1998,208900
2069,574.0,3.0,0,2153,694,2006.0,2643,Ex,13693,105.0,772.0,84,5,9,2153,2006,2006,380000
1718,0.0,3.0,1288,417,826,2007.0,1718,Gd,10637,79.0,336.0,44,5,8,1705,2007,2008,297000
1131,0.0,2.883272058823529,168,739,672,1995.0,1131,TA,5925,50.0,435.0,72,7,4,907,1937,2000,89471
1850,0.0,3.0,1261,572,772,2004.0,1850,Gd,16033,98.0,378.0,112,5,9,1833,2004,2005,326000
1792,0.0,2.0,1567,225,874,2003.0,1792,Ex,11846,72.0,562.0,49,5,9,1792,2003,2004,374000
916,0.0,4.0,299,611,164,1915.0,1826,Ex,2500,50.0,0.0,0,8,7,910,1915,2005,155000
1216,0.0,2.0,897,319,402,1998.0,1216,TA,4500,32.0,116.0,125,5,6,1216,1998,1998,164000
999,0.0,3.0,588,411,264,1963.0,999,Gd,7758,69.61401673640168,0.0,132,7,5,999,1962,2001,132500
1113,0.0,3.0,607,506,264,1950.0,1113,Gd,9600,80.0,0.0,80,7,5,1113,1950,2007,147000
1073,0.0,3.0,836,237,515,1965.0,1073,TA,10289,79.0,168.0,0,7,5,1073,1965,1965,156000
1484,0.0,3.0,998,486,487,1971.0,1484,TA,12243,70.0,0.0,0,6,5,1484,1971,1971,175000
1766,648.0,3.0,664,290,520,1970.0,2414,TA,10800,60.0,0.0,0,4,5,954,1900,1970,160000
630,0.0,2.883272058823529,515,115,286,1970.0,630,Gd,1526,21.0,0.0,0,8,4,630,1970,2002,86000
616,688.0,3.0,0,264,336,1976.0,1304,TA,2665,69.61401673640168,0.0,24,6,5,264,1976,1976,115000
958,620.0,3.0,403,238,240,1941.0,1578,Fa,9490,79.0,0.0,0,7,6,806,1941,1950,133000
728,728.0,3.0,0,728,429,2006.0,1456,TA,15578,105.0,0.0,0,5,6,728,2006,2006,172785
1269,0.0,3.0,374,363,308,1964.0,1269,TA,7931,70.0,0.0,0,6,5,1269,1960,1960,155000
886,0.0,2.0,0,190,273,1938.0,886,TA,5784,50.0,0.0,20,8,5,190,1938,1996,91300
720,0.0,2.0,495,225,0,1979.0,720,TA,7879,60.0,0.0,523,5,4,720,1920,1950,34900
3228,0.0,2.883272058823529,1231,1969,546,1992.0,3228,Gd,12692,69.61401673640168,0.0,75,5,8,3200,1992,1993,430000
1133,687.0,4.0,329,697,240,1925.0,1820,TA,9120,60.0,0.0,100,6,7,1026,1925,1950,184000
899,0.0,3.0,450,414,288,1967.0,899,Gd,7800,65.0,89.0,0,7,5,864,1967,2004,130000
912,0.0,2.0,111,522,297,1958.0,912,TA,7535,70.0,0.0,285,7,5,912,1958,1985,120000
672,546.0,3.0,356,316,264,1973.0,1218,TA,1890,21.0,285.0,28,5,6,672,1973,1973,113000
866,902.0,3.0,400,466,603,2005.0,1768,Gd,9803,75.0,0.0,108,5,7,866,2005,2005,226700
1214,0.0,2.0,698,420,461,1965.0,1214,TA,9170,70.0,0.0,0,7,5,1214,1965,1965,140000
1801,0.0,1.0,1247,254,484,1959.0,1801,TA,15602,100.0,0.0,54,8,7,1501,1959,1997,289000
855,0.0,3.0,257,103,440,1974.0,1322,TA,2308,24.0,0.0,0,5,6,855,1974,1974,147000
960,1000.0,4.0,0,960,400,1952.0,1960,TA,7596,60.0,360.0,0,5,5,960,1952,1952,124500
1065,846.0,3.0,380,397,471,1993.0,1911,Gd,9554,80.0,125.0,81,5,8,777,1993,1994,215000
1218,0.0,2.0,27,1191,676,2009.0,1218,Gd,7862,75.0,0.0,102,5,6,1218,2009,2009,208300
689,689.0,3.0,141,548,360,1928.0,1378,Gd,9600,60.0,0.0,0,9,7,689,1928,2005,161000
1041,0.0,3.0,991,50,270,1959.0,1041,TA,9600,80.0,132.0,88,6,5,1041,1959,1959,124500
1363,0.0,2.0,650,178,288,1951.0,1363,TA,14559,75.0,70.0,42,7,5,1008,1951,2000,164900
1368,0.0,2.0,0,1368,474,2005.0,1368,Gd,6792,40.0,94.0,35,5,7,1368,2005,2006,202665
864,0.0,3.0,521,169,624,1964.0,864,TA,9100,70.0,0.0,0,5,5,864,1958,1958,129900
1080,0.0,3.0,336,748,484,1983.0,1080,TA,9187,71.0,0.0,0,5,6,1084,1983,1983,134000
789,0.0,2.0,0,768,200,1926.0,789,TA,10594,55.0,0.0,0,5,5,768,1926,1950,96500
2020,0.0,3.0,1436,570,900,2009.0,2020,Ex,12220,94.0,305.0,54,5,10,2006,2009,2009,402861
1378,741.0,3.0,0,689,583,1972.0,2119,TA,10448,69.61401673640168,333.0,104,6,6,689,1972,1972,158000
1277,1067.0,3.0,0,1264,889,1996.0,2344,Gd,10208,79.0,921.0,0,5,7,1264,1996,1997,265000
882,914.0,3.0,706,88,546,1998.0,1796,TA,9531,69.61401673640168,0.0,36,5,6,794,1998,1998,211000
1276,804.0,3.0,0,1276,282,1926.0,2080,Gd,10918,53.0,0.0,0,9,7,1276,1926,2004,234000
694,600.0,3.0,0,0,0,1979.0,1294,TA,10800,60.0,0.0,114,7,4,0,1900,2000,106250
1244,0.0,3.0,777,467,336,1957.0,1244,TA,11988,90.0,0.0,40,6,6,1244,1957,1957,150000
1004,0.0,3.0,399,605,420,1950.0,1664,TA,5000,50.0,0.0,24,7,6,1004,1947,1950,159000
3138,1538.0,3.0,2260,878,884,2007.0,4676,Ex,40094,130.0,762.0,406,5,10,3138,2007,2008,184750
1383,1015.0,3.0,719,660,834,1996.0,2398,Gd,11787,95.0,594.0,60,5,7,1379,1996,1997,315750
1266,0.0,3.0,0,1257,453,2005.0,1266,Gd,7500,62.0,0.0,144,5,7,1257,2005,2005,176000
928,0.0,2.0,377,551,252,1956.0,928,TA,13300,70.0,0.0,0,7,5,928,1956,2000,132000
1476,1237.0,3.0,1330,122,858,2008.0,2713,Ex,14948,67.0,268.0,66,5,9,1452,2008,2008,446261
605,0.0,2.0,348,180,0,1979.0,605,TA,9098,58.0,0.0,0,7,4,528,1920,2002,86000
2515,0.0,4.0,1219,816,484,1975.0,2515,TA,32668,69.61401673640168,0.0,0,3,6,2035,1957,1975,200624
1509,0.0,3.0,783,678,600,1988.0,1509,Gd,10200,85.0,219.0,0,5,6,1461,1988,1989,175000
751,611.0,3.0,0,611,502,1920.0,1362,TA,6155,60.0,0.0,0,8,6,611,1920,1999,128000
827,0.0,2.0,0,0,392,1967.0,827,TA,7200,60.0,0.0,0,7,5,0,1955,2007,107500
334,0.0,1.0,0,0,0,1979.0,334,Fa,5000,50.0,0.0,0,3,1,0,1946,1950,39300
707,707.0,3.0,0,707,403,2004.0,1414,Gd,9056,74.0,0.0,35,5,8,707,2004,2004,178000
820,527.0,3.0,969,148,0,1979.0,1347,TA,7000,70.0,0.0,0,7,5,1117,1910,1991,107500
880,844.0,3.0,0,880,527,1998.0,1724,Gd,8924,57.0,0.0,155,5,7,880,1998,1999,188000
864,0.0,3.0,600,264,576,1980.0,864,TA,12735,69.61401673640168,0.0,0,5,4,864,1972,1972,111250
1159,0.0,3.0,673,378,336,1968.0,1159,TA,11553,69.61401673640168,188.0,0,5,5,1051,1968,1968,158000
1601,0.0,3.0,1358,223,670,2001.0,1601,Gd,11423,69.61401673640168,479.0,0,5,8,1581,2001,2002,272000
1838,0.0,2.0,1260,578,765,2006.0,1838,Ex,14601,85.0,584.0,68,5,9,1838,2006,2006,315000
997,1288.0,4.0,0,969,648,2000.0,2285,Gd,11000,69.61401673640168,72.0,56,5,8,969,2000,2000,248000
1680,0.0,3.0,144,379,583,1998.0,1680,Gd,10140,78.0,0.0,73,5,7,1650,1998,1999,213250
767,0.0,1.0,584,0,367,1998.0,767,TA,4058,34.0,182.0,40,5,7,723,1998,1998,133000
664,0.0,3.0,554,100,426,2006.0,1496,Gd,17104,58.0,0.0,24,5,7,654,2006,2006,179665
1377,806.0,4.0,1002,0,786,1988.0,2183,Gd,13837,69.61401673640168,178.0,0,5,7,1204,1988,1988,229000
915,720.0,3.0,300,765,440,1950.0,1635,TA,8737,70.0,0.0,38,7,6,1065,1923,1950,210000
768,0.0,2.0,619,149,624,1987.0,768,TA,7244,54.0,0.0,0,7,5,768,1970,1970,129500
825,0.0,2.0,180,0,720,1963.0,825,TA,8235,49.0,0.0,50,7,5,825,1955,1995,125000
912,1182.0,4.0,0,912,615,2003.0,2094,Gd,9375,75.0,0.0,182,5,7,912,2003,2004,263000
1069,0.0,2.0,559,510,440,1977.0,1069,TA,4043,53.0,0.0,55,6,6,1069,1977,1977,140000
928,0.0,3.0,308,620,288,1957.0,928,TA,6000,50.0,0.0,0,6,5,928,1957,1957,112500
1717,0.0,3.0,0,1709,908,2006.0,1717,Gd,11146,87.0,250.0,39,5,8,1709,2006,2006,255500
1126,0.0,2.0,0,0,520,2002.0,1126,Gd,8777,67.0,0.0,96,5,4,0,1949,2003,108000
1006,1040.0,3.0,866,132,871,2003.0,2046,Gd,10625,85.0,292.0,62,5,7,998,2003,2004,284000
1048,0.0,2.0,0,993,280,1922.0,1048,TA,6380,58.0,0.0,0,6,5,993,1922,1950,113000
1092,0.0,2.0,895,197,299,1957.0,1092,TA,14850,69.0,0.0,0,5,5,1092,1957,1957,141000
897,439.0,3.0,637,0,570,1994.0,1336,TA,11040,60.0,0.0,47,6,4,637,1920,1950,108000
729,717.0,3.0,604,125,406,1996.0,1446,TA,21872,57.0,0.0,22,5,7,729,1996,1997,175000
1557,0.0,2.0,0,1374,420,2003.0,1557,Gd,3196,69.61401673640168,18.0,20,5,7,1374,2003,2004,234000
1392,0.0,3.0,1302,90,528,1957.0,1392,TA,11341,69.61401673640168,180.0,0,6,5,1392,1957,1996,121500
1389,0.0,2.0,1071,195,418,1975.0,1389,TA,10010,77.0,0.0,38,5,5,1389,1974,1975,170000
996,0.0,3.0,290,706,0,1979.0,996,TA,13907,63.0,0.0,0,6,5,996,1940,1969,108000
1163,511.0,4.0,0,1163,396,1955.0,1674,TA,21780,66.0,0.0,36,7,6,1163,1918,1950,185000
1166,1129.0,4.0,728,367,590,1992.0,2295,Gd,13346,69.61401673640168,0.0,40,5,7,1095,1992,2000,268000
841,806.0,4.0,0,806,216,1920.0,1647,Fa,6858,66.0,0.0,66,4,6,806,1915,1950,128000
1134,1370.0,4.0,0,1122,656,2005.0,2504,Ex,11198,77.0,245.0,39,5,9,1122,2005,2007,325000
1535,0.0,3.0,2,1515,532,2004.0,1535,Gd,10171,70.0,168.0,0,5,7,1517,2004,2004,214000
1496,636.0,1.0,1441,55,612,1983.0,2132,Gd,12327,79.0,0.0,40,8,8,1496,1983,2009,316600
943,0.0,2.0,943,0,600,1979.0,943,TA,7032,69.61401673640168,0.0,0,5,5,943,1979,1979,135960
1728,0.0,6.0,231,1497,576,1987.0,1728,TA,13101,74.0,108.0,0,5,5,1728,1965,1965,142600
864,0.0,2.0,414,450,288,1959.0,864,Gd,7332,60.0,207.0,0,6,6,864,1959,1959,120000
846,846.0,3.0,0,846,650,2009.0,1692,Gd,13159,83.0,0.0,114,5,7,846,2009,2009,224500
774,656.0,3.0,0,384,400,2000.0,1430,TA,9967,76.0,0.0,0,5,7,384,2000,2000,170000
576,533.0,3.0,349,23,288,1971.0,1109,TA,10500,70.0,82.0,0,7,5,372,1971,2005,139000
832,384.0,2.0,442,390,336,1947.0,1216,TA,8480,80.0,0.0,0,5,5,832,1947,1950,118500
877,600.0,3.0,0,861,216,1928.0,1477,TA,6292,52.0,0.0,50,7,7,861,1928,1950,145000
1320,0.0,3.0,328,285,564,1966.0,1320,TA,11777,96.0,97.0,68,6,5,1164,1966,1966,164500
703,689.0,2.0,0,689,540,2007.0,1392,Gd,3604,34.0,0.0,102,5,7,689,2007,2007,146000
1050,745.0,4.0,0,1050,352,1954.0,1795,TA,12150,81.0,335.0,0,5,5,1050,1954,1954,131500
1429,0.0,3.0,594,331,572,1960.0,1429,Gd,14585,69.61401673640168,85.0,110,6,6,1144,1960,1987,181900
2042,0.0,3.0,0,2042,1390,2009.0,2042,Ex,12704,98.0,306.0,90,5,8,2042,2008,2009,253293
816,0.0,3.0,816,0,0,1979.0,816,TA,11841,81.0,104.0,32,5,6,816,1990,1990,118500
1521,0.0,2.883272058823529,0,1237,880,1988.0,2775,Gd,13500,75.0,0.0,502,9,10,1237,1893,2000,325000
989,584.0,3.0,0,884,240,1935.0,1573,Gd,6120,51.0,0.0,0,7,4,884,1935,1995,133000
2028,0.0,2.0,1460,408,880,2005.0,2028,Gd,11443,88.0,208.0,66,5,8,1868,2005,2006,369900
838,0.0,2.0,210,0,275,1961.0,838,Fa,10267,55.0,0.0,0,7,6,816,1918,2000,130000
860,0.0,2.0,672,168,528,1996.0,860,TA,8740,74.0,0.0,0,6,5,840,1982,1982,137000
1473,0.0,1.0,1324,113,452,1968.0,1473,Ex,25095,65.0,0.0,48,8,5,1437,1968,2003,143000
779,0.0,2.0,0,742,308,1988.0,935,TA,9100,50.0,0.0,0,6,5,742,1930,1960,79500
770,812.0,3.0,490,280,520,2004.0,1582,Gd,8320,64.0,0.0,45,5,7,770,2004,2004,185900
1728,568.0,3.0,1338,384,842,2008.0,2296,Ex,13478,97.0,420.0,274,5,10,1722,2008,2008,451950
816,0.0,2.0,816,0,816,1985.0,816,TA,6600,60.0,0.0,0,8,5,816,1982,2003,138000
848,0.0,1.0,685,163,420,2003.0,848,Gd,4435,69.61401673640168,170.0,0,5,6,848,2003,2003,140000
924,0.0,3.0,0,924,280,1981.0,924,TA,7990,88.0,0.0,0,6,5,924,1975,1975,110000
1826,0.0,3.0,1422,392,758,2005.0,1826,Gd,11302,69.0,238.0,75,5,8,1814,2005,2006,319000
684,684.0,3.0,0,684,216,1930.0,1368,TA,3600,60.0,0.0,158,7,6,684,1910,1993,114504
1402,0.0,2.0,0,1258,648,2006.0,1402,Gd,3922,53.0,72.0,16,5,7,1258,2006,2007,194201
1647,0.0,3.0,1283,0,621,1977.0,1647,Gd,12984,80.0,459.0,0,6,5,1430,1977,1977,217500
716,840.0,3.0,81,23,452,1980.0,1556,TA,1950,24.0,0.0,0,6,6,716,1980,1980,151000
1058,846.0,3.0,546,512,736,2003.0,1904,Ex,10927,74.0,280.0,60,5,8,1058,2005,2005,275000
780,595.0,3.0,0,780,544,1979.0,1375,Gd,9000,50.0,0.0,162,6,6,780,1937,1950,141000
927,988.0,3.0,789,119,506,1992.0,1915,Gd,10041,80.0,0.0,150,5,8,908,1992,1992,220000
600,600.0,2.0,0,600,480,2004.0,1200,Gd,3182,30.0,0.0,172,5,7,600,2004,2005,151000
1494,0.0,2.883272058823529,922,572,530,2002.0,1494,Gd,12803,88.0,99.0,36,5,7,1494,2002,2002,221000
1186,800.0,3.0,454,314,486,1965.0,1986,TA,13600,85.0,176.0,42,6,7,768,1965,1990,205000
1040,0.0,3.0,732,308,576,2000.0,1040,Gd,12464,82.0,0.0,0,5,5,1040,1996,1996,152000
1112,896.0,3.0,603,293,230,1948.0,2008,Ex,7800,78.0,0.0,0,8,5,896,1948,2002,225000
1940,1254.0,4.0,428,537,380,1934.0,3194,TA,12168,78.0,0.0,0,6,8,965,1934,1998,359100
1029,0.0,3.0,903,126,261,1961.0,1029,TA,7943,61.0,192.0,0,5,4,1029,1961,1961,118500
1476,677.0,3.0,904,536,736,2000.0,2153,Ex,11050,69.61401673640168,204.0,142,5,9,1440,2000,2000,313000
1032,0.0,3.0,605,427,564,1978.0,1032,TA,10395,69.61401673640168,233.0,0,6,6,1032,1978,1978,148000
1299,573.0,3.0,990,309,531,2001.0,1872,Ex,11885,69.61401673640168,108.0,122,5,8,1299,2001,2001,261500
1120,0.0,2.883272058823529,206,914,0,1979.0,1120,TA,8402,70.0,0.0,30,5,5,1120,2007,2007,147000
630,0.0,1.0,150,0,0,1979.0,630,TA,1491,21.0,0.0,24,6,4,630,1972,1972,75500
1054,0.0,3.0,763,173,480,1963.0,1054,Gd,8800,80.0,156.0,0,7,6,936,1963,1963,137500
807,702.0,3.0,457,326,393,2002.0,1509,Gd,7861,69.61401673640168,0.0,75,5,6,783,2002,2003,183200
832,0.0,2.0,0,832,528,1962.0,832,Gd,7227,59.0,0.0,0,6,6,832,1954,1954,105500
1828,0.0,2.883272058823529,48,1774,774,2007.0,1828,Gd,11694,90.0,452.0,108,5,9,1822,2007,2007,314813
1482,780.0,2.883272058823529,871,611,749,2003.0,2262,Gd,12244,85.0,226.0,0,5,8,1482,2003,2003,305000
864,0.0,2.0,41,823,0,1979.0,864,TA,8248,45.0,0.0,0,3,3,864,1914,1950,67000
1548,1066.0,4.0,956,384,624,1974.0,2614,TA,10800,90.0,0.0,243,7,6,1522,1974,1997,240000
980,0.0,3.0,560,420,484,1986.0,980,TA,7064,71.0,153.0,0,6,5,980,1977,1977,135000
756,756.0,2.0,420,336,440,2000.0,1512,Gd,2117,69.61401673640168,513.0,32,5,6,756,2000,2000,168500
1012,778.0,4.0,247,485,484,1972.0,1790,TA,10400,80.0,288.0,0,5,6,732,1972,1972,165150
1116,0.0,3.0,0,1116,440,1962.0,1116,TA,10000,87.0,261.0,0,6,6,1116,1962,1962,160000
1422,0.0,3.0,0,978,286,1960.0,1422,TA,12342,69.61401673640168,0.0,0,5,5,978,1960,1978,139900
1520,0.0,3.0,674,350,364,1955.0,1520,TA,9600,80.0,164.0,0,6,6,1156,1955,1972,153000
1040,1040.0,5.0,650,390,504,1969.0,2080,Fa,11606,70.0,192.0,0,5,5,1040,1969,1969,135000
1350,0.0,3.0,624,288,520,1964.0,1350,TA,9020,82.0,259.0,0,5,6,1248,1964,1964,168500
1089,661.0,3.0,0,636,240,1937.0,1750,Ex,9000,50.0,0.0,0,6,5,636,1880,1991,124000
1554,0.0,2.0,24,1530,627,2006.0,1554,Gd,4590,34.0,108.0,73,5,8,1554,2006,2006,209500
1411,0.0,3.0,822,564,544,1977.0,1411,TA,11900,85.0,209.0,0,5,7,1386,1977,1977,82500
1056,0.0,3.0,480,108,260,1954.0,1056,TA,9250,80.0,0.0,0,7,5,1056,1954,2005,139400
1056,0.0,0.0,1056,0,576,1980.0,1056,TA,6979,64.0,0.0,56,5,6,1056,1980,1980,144000
1440,1440.0,8.0,256,1184,0,1979.0,3395,Fa,10896,60.0,0.0,110,7,6,1440,1914,1995,200000
800,0.0,1.0,0,264,0,1979.0,800,Fa,6120,51.0,0.0,0,3,2,264,1936,1950,60000
811,576.0,3.0,0,811,256,1954.0,1387,Gd,6000,50.0,0.0,0,4,5,811,1954,1954,93000
796,0.0,2.0,0,796,0,1979.0,796,TA,8777,67.0,0.0,0,7,5,796,1910,1950,85000
1567,0.0,1.0,1154,366,648,2006.0,1567,Ex,3982,53.0,0.0,0,5,8,1520,2006,2006,264561
1518,0.0,1.0,1218,300,588,2003.0,1518,Ex,12677,62.0,472.0,140,5,8,1518,2003,2004,274000
1057,872.0,3.0,738,319,650,2001.0,1929,Gd,7050,69.61401673640168,0.0,235,5,7,1057,2001,2001,226000
2000,704.0,4.0,1410,542,538,1972.0,2704,Ex,13860,75.0,0.0,111,7,8,1952,1972,1995,345000
780,840.0,4.0,493,0,462,1969.0,1620,TA,10793,80.0,263.0,0,5,5,780,1969,1969,152000
1766,0.0,2.883272058823529,1121,645,478,2009.0,1766,Ex,9187,85.0,162.0,130,5,9,1766,2009,2009,370878
981,0.0,3.0,282,664,576,1979.0,981,TA,10530,69.61401673640168,0.0,312,5,6,981,1971,1971,143250
1048,0.0,3.0,0,0,420,1950.0,1048,TA,7200,60.0,0.0,27,5,5,0,1950,1950,98300
1094,0.0,3.0,500,594,495,1953.0,1094,TA,10452,85.0,216.0,0,5,6,1094,1953,1953,155000
1051,788.0,4.0,0,756,442,1966.0,1839,TA,7700,70.0,351.0,124,5,6,756,1966,1966,155000
630,0.0,1.0,131,0,0,1979.0,630,TA,1936,21.0,0.0,0,6,4,630,1970,1970,84500
822,843.0,3.0,0,813,562,2007.0,1665,Gd,8125,65.0,0.0,0,6,7,813,2007,2007,205950
755,755.0,4.0,0,755,296,1940.0,1510,TA,9084,60.0,0.0,0,5,4,755,1940,1950,108000
909,807.0,2.0,0,880,512,1996.0,1716,Gd,8750,70.0,0.0,120,5,7,880,1996,1996,191000
756,713.0,3.0,0,756,216,1906.0,1469,TA,10320,60.0,0.0,0,7,6,756,1906,1995,135000
2113,0.0,2.0,1696,413,839,1995.0,2113,Gd,10437,91.0,660.0,46,6,8,2109,1995,1995,350000
525,0.0,3.0,0,525,264,1971.0,1092,TA,1680,21.0,381.0,0,5,6,525,1971,1971,88000
1053,0.0,3.0,806,247,312,1959.0,1053,Gd,10007,72.0,54.0,0,7,5,1053,1959,2006,145500
851,651.0,3.0,0,776,270,1931.0,1502,TA,7200,60.0,0.0,0,6,7,776,1931,2000,149000
912,546.0,3.0,0,912,330,1948.0,1458,TA,17503,78.0,0.0,0,5,6,912,1948,1950,97500
1486,0.0,3.0,637,849,480,1968.0,1486,TA,9937,75.0,0.0,0,7,5,1486,1964,1999,167000
1142,793.0,3.0,0,793,550,1976.0,1935,TA,12384,69.61401673640168,233.0,113,7,7,793,1976,1976,197900
1686,762.0,4.0,1361,88,711,1994.0,2448,Gd,46589,52.0,528.0,76,7,8,1629,1994,2005,402000
1392,0.0,2.0,0,1392,576,1968.0,1392,TA,13560,120.0,216.0,0,3,6,1392,1968,1968,110000
1181,0.0,3.0,920,38,588,1974.0,1181,TA,10012,90.0,0.0,0,5,4,1138,1972,1972,137500
2097,0.0,1.0,1721,356,1134,2005.0,2097,Ex,20896,49.0,0.0,267,5,8,2077,2005,2006,423000
1454,482.0,3.0,0,1406,504,2000.0,1936,Gd,11194,106.0,40.0,124,5,8,1406,2000,2000,230500
1465,915.0,3.0,187,111,596,1965.0,2380,TA,18450,69.61401673640168,113.0,265,5,6,1021,1965,1979,129000
1679,0.0,3.0,1138,270,575,1994.0,1679,Gd,8125,65.0,258.0,42,5,6,1408,1994,1998,193500
1437,0.0,3.0,988,200,576,1999.0,1437,TA,14175,69.61401673640168,0.0,0,6,5,1188,1956,1987,168000
1180,0.0,2.0,0,700,252,1922.0,1180,Fa,11600,80.0,0.0,0,5,4,700,1922,1950,137500
738,0.0,3.0,193,545,540,2005.0,1476,Gd,8633,64.0,0.0,35,5,6,738,2005,2005,173500
697,672.0,3.0,551,121,300,1930.0,1369,TA,6629,54.0,0.0,0,6,6,672,1925,1950,103600
1208,0.0,3.0,767,441,546,1977.0,1208,TA,11250,69.61401673640168,0.0,42,6,6,1208,1977,1977,165000
1839,0.0,3.0,1186,291,416,1957.0,1839,Gd,14442,110.0,106.0,87,7,6,1477,1957,2004,257500
1136,0.0,3.0,892,244,384,1965.0,1136,TA,9200,80.0,0.0,0,6,6,1136,1965,1965,140000
855,586.0,3.0,311,544,440,1978.0,1441,TA,2289,24.0,0.0,0,6,6,855,1978,1978,148500
1095,679.0,4.0,0,1095,779,1920.0,1774,TA,9600,60.0,0.0,0,2,4,1095,1900,1950,87000
792,0.0,2.0,0,768,240,1924.0,792,Gd,9022,52.0,0.0,0,8,5,768,1924,2006,109500
2046,0.0,3.0,0,2046,834,2008.0,2046,Gd,11844,80.0,464.0,82,5,8,2046,2008,2008,372500
988,0.0,3.0,827,161,572,1963.0,988,TA,9945,69.61401673640168,57.0,0,5,5,988,1961,1961,128500
923,0.0,2.0,543,261,264,1980.0,923,TA,8012,50.0,0.0,0,5,6,923,1980,1980,143000
848,672.0,3.0,182,611,281,1968.0,1520,TA,4500,55.0,0.0,0,5,5,793,1932,2000,159434
1291,0.0,2.0,1003,288,431,1996.0,1291,Gd,2887,69.61401673640168,0.0,0,5,6,1291,1996,1997,173000
1668,0.0,3.0,1059,567,702,2002.0,1668,Gd,11248,90.0,215.0,45,5,9,1626,2002,2002,285000
1195,644.0,4.0,0,1195,486,1998.0,1839,TA,16770,58.0,30.0,81,5,7,1195,1998,1998,221000
1190,900.0,3.0,828,180,577,1984.0,2090,Gd,5062,69.61401673640168,0.0,0,5,7,1190,1984,1984,207500
874,887.0,3.0,0,874,578,2007.0,1761,Gd,10207,84.0,0.0,105,6,7,874,2007,2007,227875
551,551.0,2.0,239,312,480,2004.0,1102,Gd,5105,69.61401673640168,0.0,60,5,7,551,2004,2004,148800
1419,0.0,2.0,945,474,567,2007.0,1419,Gd,8089,60.0,0.0,0,6,8,1419,2007,2007,392000
1362,0.0,2.0,20,1342,460,2005.0,1362,Gd,7577,61.0,256.0,28,5,6,1362,2005,2006,194700
848,0.0,1.0,697,151,420,2004.0,848,Gd,4426,69.61401673640168,147.0,0,5,6,848,2004,2004,141000
2444,1872.0,4.0,1455,989,832,1994.0,4316,Ex,21535,104.0,1170.0,50,6,10,2444,1994,1995,755000
1238,1281.0,4.0,965,245,628,1989.0,2519,Gd,26178,42.0,293.0,27,5,7,1210,1989,1990,335000
1073,0.0,2.0,0,1073,326,1968.0,1073,TA,5400,60.0,0.0,0,6,5,1073,1921,1968,108480
1067,472.0,2.883272058823529,0,927,576,1995.0,1539,TA,6120,51.0,0.0,0,6,5,927,1936,1950,141500
1137,0.0,2.0,980,92,551,1987.0,1137,Gd,13811,54.0,72.0,0,6,6,1112,1987,1987,176000
616,0.0,2.0,616,0,205,1921.0,616,TA,6000,50.0,0.0,0,7,5,616,1921,1950,89000
1148,0.0,2.0,210,219,308,1952.0,1148,TA,6420,57.0,0.0,0,7,5,980,1952,1952,123500
894,0.0,3.0,553,224,336,1973.0,894,TA,8450,65.0,0.0,144,8,5,894,1965,2009,138500
1391,0.0,2.0,16,1375,530,2004.0,1391,Gd,4282,59.0,0.0,158,5,7,1391,2004,2004,196000
1800,0.0,3.0,1274,526,765,2002.0,1800,Gd,14331,85.0,630.0,78,5,8,1800,2002,2002,312500
1164,0.0,3.0,0,1164,528,1969.0,1164,TA,9600,80.0,168.0,0,5,7,1164,1969,1969,140000
1264,1312.0,4.0,0,1234,666,2006.0,2576,Ex,12438,82.0,466.0,100,5,8,1234,2006,2006,361919
1032,0.0,4.0,0,360,672,1999.0,1812,Gd,7630,76.0,0.0,0,9,5,360,1900,1996,140000
1484,0.0,3.0,712,761,606,2004.0,1484,Gd,8400,70.0,109.0,35,5,7,1473,2004,2005,213000
372,720.0,3.0,0,0,0,1979.0,1092,Fa,5600,70.0,0.0,0,5,4,0,1930,1950,55000
1824,0.0,2.0,1219,424,739,1971.0,1824,Gd,115149,69.61401673640168,351.0,48,5,7,1643,1971,2002,302000
1324,0.0,2.0,863,461,550,2006.0,1324,Gd,6240,48.0,176.0,38,5,8,1324,2006,2006,254000
728,728.0,3.0,0,728,400,2007.0,1456,Gd,9018,65.0,0.0,24,5,7,728,2007,2007,179540
904,0.0,3.0,0,876,408,1966.0,904,TA,7162,69.61401673640168,41.0,0,7,5,876,1966,1966,109900
729,0.0,2.0,0,270,0,1979.0,729,TA,4130,56.0,0.0,0,6,3,270,1935,2003,52000
859,319.0,2.0,0,859,384,1964.0,1178,TA,8712,66.0,0.0,0,7,4,859,1900,1950,102776
1228,0.0,2.0,767,461,472,1988.0,1228,Gd,4671,40.0,0.0,120,5,8,1228,1988,1989,189000
960,0.0,3.0,789,171,576,1970.0,960,TA,9873,60.0,160.0,288,5,4,960,1970,1970,129000
725,754.0,3.0,533,192,475,1976.0,1479,Gd,13517,69.61401673640168,289.0,44,8,6,725,1976,2005,130500
